id,timestamp,circles
30001,1398847436.211884,[{'idp':  1 ,  'x':  0.44 ,  'y':  0.98 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  2.32 ,  'y':  2.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  1.23 ,  'y':  -2.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  2.19 ,  'y':  -2.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.15 ,  'y':  -2.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.9 ,  'y':  -4.53 ,  'r':  0.4 ,  'type':  1}]
30041,1398847437.2078817,[{'idp':  1 ,  'x':  0.05 ,  'y':  1.03 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.77 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.82 ,  'y':  -2.01 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.51 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.25 ,  'y':  -2.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.15 ,  'y':  -3.74 ,  'r':  0.4 ,  'type':  1}]
30042,1398847437.2478538,[{'idp':  1 ,  'x':  0.05 ,  'y':  1.03 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.76 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.8 ,  'y':  -2.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.49 ,  'y':  -2.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.23 ,  'y':  -2.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.12 ,  'y':  -3.71 ,  'r':  0.4 ,  'type':  1}]
30043,1398847437.2478848,[{'idp':  1 ,  'x':  0.04 ,  'y':  1.03 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.76 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.79 ,  'y':  -1.98 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.47 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.21 ,  'y':  -2.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.09 ,  'y':  -3.71 ,  'r':  0.4 ,  'type':  1}]
30044,1398847437.2878158,[{'idp':  1 ,  'x':  0.04 ,  'y':  1.04 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.74 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.77 ,  'y':  -1.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.45 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.19 ,  'y':  -2.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.06 ,  'y':  -3.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.07 ,  'y':  -3.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.69 ,  'y':  1.77 ,  'r':  0.4 ,  'type':  1}]
30045,1398847437.2967813,[{'idp':  1 ,  'x':  0.03 ,  'y':  1.04 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.73 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.76 ,  'y':  -1.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.44 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.18 ,  'y':  -2.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.05 ,  'y':  -3.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.02 ,  'y':  -3.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.71 ,  'y':  1.96 ,  'r':  0.4 ,  'type':  1}]
30046,1398847437.3359203,[{'idp':  1 ,  'x':  0.03 ,  'y':  1.05 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.71 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.75 ,  'y':  -1.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.43 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.17 ,  'y':  -2.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.04 ,  'y':  -3.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.0 ,  'y':  -3.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.71 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30047,1398847437.3758738,[{'idp':  1 ,  'x':  0.02 ,  'y':  1.06 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.7 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.73 ,  'y':  -1.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.42 ,  'y':  -2.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.15 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.03 ,  'y':  -3.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.0 ,  'y':  -3.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.69 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30048,1398847437.375893,[{'idp':  1 ,  'x':  0.01 ,  'y':  1.08 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.68 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.73 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.4 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.14 ,  'y':  -2.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.02 ,  'y':  -3.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.99 ,  'y':  -3.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.68 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30049,1398847437.415902,[{'idp':  1 ,  'x':  0.01 ,  'y':  1.11 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.68 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.71 ,  'y':  -1.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.38 ,  'y':  -2.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.12 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.99 ,  'y':  -3.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.0 ,  'y':  -3.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.68 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30050,1398847437.4202464,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.67 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.7 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.37 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.1 ,  'y':  -2.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.97 ,  'y':  -3.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.0 ,  'y':  -3.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.66 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30051,1398847437.4599056,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.66 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.68 ,  'y':  -1.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.36 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.07 ,  'y':  -2.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.95 ,  'y':  -3.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.02 ,  'y':  -3.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.66 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30052,1398847437.499879,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.65 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.66 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.33 ,  'y':  -2.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.06 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.95 ,  'y':  -3.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  3.0 ,  'y':  -3.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.65 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30053,1398847437.4999106,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.63 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.65 ,  'y':  -1.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.32 ,  'y':  -2.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.05 ,  'y':  -2.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.93 ,  'y':  -3.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.99 ,  'y':  -3.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.64 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30054,1398847437.5398982,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.63 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.64 ,  'y':  -1.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.31 ,  'y':  -2.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.04 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.91 ,  'y':  -3.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.94 ,  'y':  -3.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.62 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30055,1398847437.545134,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.61 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.62 ,  'y':  -1.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.29 ,  'y':  -2.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.01 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.9 ,  'y':  -3.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.93 ,  'y':  -3.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.61 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30056,1398847437.5839,[{'idp':  1 ,  'x':  0.0 ,  'y':  1.14 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  1.6 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.61 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.27 ,  'y':  -2.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  2.0 ,  'y':  -2.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.88 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.88 ,  'y':  -3.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.61 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30057,1398847437.6238897,[{'idp':  2 ,  'x':  1.6 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.6 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.25 ,  'y':  -2.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.97 ,  'y':  -2.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.85 ,  'y':  -3.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.84 ,  'y':  -3.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.6 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30058,1398847437.6239192,[{'idp':  2 ,  'x':  1.58 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.58 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.23 ,  'y':  -2.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.94 ,  'y':  -2.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.83 ,  'y':  -3.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.81 ,  'y':  -3.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.58 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30059,1398847437.6638796,[{'idp':  2 ,  'x':  1.57 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.57 ,  'y':  -1.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.23 ,  'y':  -2.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.92 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.81 ,  'y':  -3.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.74 ,  'y':  -2.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.57 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30060,1398847437.6706953,[{'idp':  2 ,  'x':  1.55 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.56 ,  'y':  -1.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.2 ,  'y':  -2.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.9 ,  'y':  -2.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.78 ,  'y':  -3.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.72 ,  'y':  -2.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.55 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30061,1398847437.7078893,[{'idp':  2 ,  'x':  1.54 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.54 ,  'y':  -1.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.2 ,  'y':  -2.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.89 ,  'y':  -2.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.75 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.69 ,  'y':  -2.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.55 ,  'y':  1.97 ,  'r':  0.4 ,  'type':  1}]
30062,1398847437.7479036,[{'idp':  2 ,  'x':  1.54 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.52 ,  'y':  -1.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.17 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.86 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.73 ,  'y':  -3.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.69 ,  'y':  -2.89 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.54 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30063,1398847437.7479298,[{'idp':  2 ,  'x':  1.53 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.51 ,  'y':  -1.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.16 ,  'y':  -2.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.85 ,  'y':  -2.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.75 ,  'y':  -3.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.63 ,  'y':  -2.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.53 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30064,1398847437.787934,[{'idp':  2 ,  'x':  1.5 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.49 ,  'y':  -1.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.15 ,  'y':  -2.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.84 ,  'y':  -2.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.68 ,  'y':  -3.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.66 ,  'y':  -2.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.52 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30065,1398847437.7950075,[{'idp':  2 ,  'x':  1.49 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.48 ,  'y':  -1.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.13 ,  'y':  -2.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.83 ,  'y':  -2.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.8 ,  'y':  -3.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.67 ,  'y':  -2.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.51 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30066,1398847437.8319585,[{'idp':  2 ,  'x':  1.48 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.46 ,  'y':  -1.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.1 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.8 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.8 ,  'y':  -3.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.68 ,  'y':  -2.87 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.5 ,  'y':  1.99 ,  'r':  0.4 ,  'type':  1}]
30067,1398847437.871874,[{'idp':  2 ,  'x':  1.46 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.45 ,  'y':  -1.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.1 ,  'y':  -2.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.79 ,  'y':  -2.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.83 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.68 ,  'y':  -2.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.47 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30068,1398847437.871906,[{'idp':  2 ,  'x':  1.46 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.44 ,  'y':  -1.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.08 ,  'y':  -2.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.76 ,  'y':  -2.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.85 ,  'y':  -3.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.68 ,  'y':  -2.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.47 ,  'y':  1.99 ,  'r':  0.4 ,  'type':  1}]
30069,1398847437.911819,[{'idp':  2 ,  'x':  1.43 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.43 ,  'y':  -1.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.07 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.75 ,  'y':  -2.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.84 ,  'y':  -3.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.68 ,  'y':  -2.84 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.45 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30070,1398847437.9195414,[{'idp':  2 ,  'x':  1.43 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.42 ,  'y':  -1.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.05 ,  'y':  -2.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.71 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.82 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.67 ,  'y':  -2.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.43 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30071,1398847437.955975,[{'idp':  2 ,  'x':  1.42 ,  'y':  2.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.4 ,  'y':  -1.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.02 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.7 ,  'y':  -2.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.79 ,  'y':  -3.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.67 ,  'y':  -2.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.44 ,  'y':  1.99 ,  'r':  0.4 ,  'type':  1}]
30072,1398847437.9958882,[{'idp':  2 ,  'x':  1.4 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.39 ,  'y':  -1.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  1.0 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.68 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.77 ,  'y':  -3.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.65 ,  'y':  -2.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.42 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
30073,1398847437.995918,[{'idp':  2 ,  'x':  1.39 ,  'y':  2.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  0.38 ,  'y':  -1.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  0.98 ,  'y':  -2.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  1.66 ,  'y':  -2.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  0.77 ,  'y':  -3.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  7 ,  'x':  2.63 ,  'y':  -2.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  8 ,  'x':  1.41 ,  'y':  1.98 ,  'r':  0.4 ,  'type':  1}]
