id,timestamp,circles
26201,1398855274.5657456,[{'idp': 1, 'x': 4.25, 'y': 0.8749999999999991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.416666666666666, 'y': 1.6666666666666674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 9.25, 'y': 0.541666666666667, 'r': 0.3999999999999999, 'type': 1}]
26264,1398855276.1457777,[{'idp': 2, 'x': 5.164803159747344, 'y': 1.3918861259580018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.554181904286025, 'y': 0.7294374784101665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.982718166197472, 'y': 1.402751373761717, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.714673514444566, 'y': 4.086870498553061, 'r': 0.3999999999999999, 'type': 1}]
26265,1398855276.1535444,[{'idp': 2, 'x': 5.223337180593093, 'y': 1.4069649931867922, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.548615061908809, 'y': 0.728816420650451, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.974147914769748, 'y': 1.4012459997932192, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.728803868804977, 'y': 4.116581430101139, 'r': 0.3999999999999999, 'type': 1}]
26266,1398855276.1898012,[{'idp': 2, 'x': 5.282912518902907, 'y': 1.4203627167623223, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.522021621783303, 'y': 0.7452855585065676, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.963764476914662, 'y': 1.4396341781844257, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.729542015097113, 'y': 4.139775137553025, 'r': 0.3999999999999999, 'type': 1}]
26267,1398855276.2297623,[{'idp': 2, 'x': 5.355503905800667, 'y': 1.4258133635767423, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.501463899836379, 'y': 0.743507696027419, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.950768548658637, 'y': 1.4375368060812632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.75646699617791, 'y': 4.152620110111103, 'r': 0.3999999999999999, 'type': 1}]
26268,1398855276.2297974,[{'idp': 2, 'x': 5.3967735447512055, 'y': 1.4429897813480763, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.50165083229962, 'y': 0.7434623350825986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.950097616024983, 'y': 1.417092660904553, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.73303969757314, 'y': 4.165056956128641, 'r': 0.3999999999999999, 'type': 1}]
26269,1398855276.2697062,[{'idp': 2, 'x': 5.427151725568629, 'y': 1.4357798549655243, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.478920330996111, 'y': 0.7414872107981041, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.939360042399835, 'y': 1.4151550647790945, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.734422713015846, 'y': 4.165873249401035, 'r': 0.3999999999999999, 'type': 1}]
26270,1398855276.2773008,[{'idp': 2, 'x': 5.481820219022195, 'y': 1.4096266634986954, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.487896327665629, 'y': 0.742142715395715, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.900810753257506, 'y': 1.4296394680238378, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.722659557914582, 'y': 4.183790508231942, 'r': 0.3999999999999999, 'type': 1}]
26271,1398855276.3138196,[{'idp': 2, 'x': 5.526871950457489, 'y': 1.4224499065575946, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.472315611916878, 'y': 0.7408480617870694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.88797672871883, 'y': 1.467496975594187, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.702425527593324, 'y': 4.220562856866168, 'r': 0.3999999999999999, 'type': 1}]
26272,1398855276.3537195,[{'idp': 2, 'x': 5.552011998202588, 'y': 1.4288990763662168, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.47230376029369, 'y': 0.7595461568345474, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.885683001314344, 'y': 1.4273437458562688, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.703810404585033, 'y': 4.221144856992529, 'r': 0.3999999999999999, 'type': 1}]
26273,1398855276.353748,[{'idp': 2, 'x': 5.5816730748267895, 'y': 1.4365511336192904, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.446589350623295, 'y': 0.757096072695036, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.87524742096156, 'y': 1.4254731325360948, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.677345277045596, 'y': 4.2318609571452654, 'r': 0.3999999999999999, 'type': 1}]
26274,1398855276.393728,[{'idp': 2, 'x': 5.590302597544721, 'y': 1.442031224403395, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.433998731877374, 'y': 0.756237816212102, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.864885859236622, 'y': 1.4237776849787487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.699154477454671, 'y': 4.242653360893414, 'r': 0.3999999999999999, 'type': 1}]
26275,1398855276.4043272,[{'idp': 2, 'x': 5.6041144197939, 'y': 1.4462374424048519, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.444252719549727, 'y': 0.7571852885574981, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.850865339899158, 'y': 1.4215407140230774, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.674058424921196, 'y': 4.253634680013494, 'r': 0.3999999999999999, 'type': 1}]
26276,1398855276.4417381,[{'idp': 2, 'x': 5.62539254480189, 'y': 1.4518242039690321, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.420618819574274, 'y': 0.7361898039260617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.829280706838249, 'y': 1.4572683984276291, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.646470195826607, 'y': 4.2637817180750766, 'r': 0.3999999999999999, 'type': 1}]
26277,1398855276.4817638,[{'idp': 2, 'x': 5.6431218695744185, 'y': 1.4562057508230164, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.40825668333215, 'y': 0.7722962978349868, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.830902150082995, 'y': 1.4576684010148422, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.711086180229366, 'y': 4.295541382243748, 'r': 0.3999999999999999, 'type': 1}]
26278,1398855276.4817913,[{'idp': 2, 'x': 5.67434018306785, 'y': 1.4926250471417735, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.38761181069129, 'y': 0.7704781711664044, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.809019960733803, 'y': 1.4545403991120853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.637052989699532, 'y': 4.306034599797757, 'r': 0.3999999999999999, 'type': 1}]
26279,1398855276.5217352,[{'idp': 2, 'x': 5.679674061241624, 'y': 1.494467227808851, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.406543736964702, 'y': 0.7720460970494902, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.800952388961964, 'y': 1.4530691408930285, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.627287617725923, 'y': 4.324330970730945, 'r': 0.3999999999999999, 'type': 1}]
26280,1398855276.527623,[{'idp': 2, 'x': 5.687749817392184, 'y': 1.496516988886567, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.369082955249855, 'y': 0.7873619604218107, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.781017781921339, 'y': 1.449808435469151, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.630104971063446, 'y': 4.349648589743353, 'r': 0.3999999999999999, 'type': 1}]
26281,1398855276.5657773,[{'idp': 2, 'x': 5.718130130295056, 'y': 1.5041230378879011, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.378906099070607, 'y': 0.7698498983931401, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.805313306139723, 'y': 1.4335021536465242, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.643464249145092, 'y': 4.356470169832837, 'r': 0.3999999999999999, 'type': 1}]
26282,1398855276.6057525,[{'idp': 2, 'x': 5.721948172854267, 'y': 1.5051917793025438, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.343688189772994, 'y': 0.7850635637083925, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.785445976164466, 'y': 1.4305197323087948, 'r': 0.3999999999999999, 'type': 1}, {'idp': 5, 'x': 8.713418909990304, 'y': 4.39171718737283, 'r': 0.3999999999999999, 'type': 1}]
26283,1398855276.6057835,[{'idp': 2, 'x': 5.737111905370876, 'y': 1.5066684125083918, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.331153682170756, 'y': 0.8019019088373969, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.761290786759243, 'y': 1.4465302725568674, 'r': 0.3999999999999999, 'type': 1}]
26284,1398855276.6457012,[{'idp': 2, 'x': 5.770479977303373, 'y': 1.5018490581963184, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.339559034546213, 'y': 0.8027933468182735, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.752653068708051, 'y': 1.4845398676226829, 'r': 0.3999999999999999, 'type': 1}]
26285,1398855276.653339,[{'idp': 2, 'x': 5.829863459436531, 'y': 1.500268859137055, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.319692809749828, 'y': 0.8193568015187891, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.730845692573004, 'y': 1.480560267106652, 'r': 0.3999999999999999, 'type': 1}]
26286,1398855276.6897798,[{'idp': 2, 'x': 5.85739661514425, 'y': 1.492972646525923, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.300482364651128, 'y': 0.8175241446480297, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.729362289907893, 'y': 1.480338581394054, 'r': 0.3999999999999999, 'type': 1}]
26287,1398855276.7297342,[{'idp': 2, 'x': 5.897492637942716, 'y': 1.5172535887811178, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.278899043782861, 'y': 0.8152793408049419, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.72515696069483, 'y': 1.4597630761178393, 'r': 0.3999999999999999, 'type': 1}]
26288,1398855276.7297647,[{'idp': 2, 'x': 5.970859624861992, 'y': 1.5183675512981099, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.289064768740019, 'y': 0.8530526879080447, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.707431191664739, 'y': 1.516445687572776, 'r': 0.3999999999999999, 'type': 1}]
26289,1398855276.7697265,[{'idp': 2, 'x': 5.998880803170962, 'y': 1.5521629106868629, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.282320059117673, 'y': 0.8521691769169748, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.707806055022331, 'y': 1.49576312816186, 'r': 0.3999999999999999, 'type': 1}]
26290,1398855276.778231,[{'idp': 2, 'x': 6.011256139487962, 'y': 1.5687117923845095, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.248278594446237, 'y': 0.848892675454278, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.684238443878122, 'y': 1.4917440522678405, 'r': 0.3999999999999999, 'type': 1}]
26291,1398855276.8177166,[{'idp': 2, 'x': 6.026409057705708, 'y': 1.5862459910497217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.21979455007651, 'y': 0.8453667138724685, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.67943316493083, 'y': 1.4912612499535083, 'r': 0.3999999999999999, 'type': 1}]
26292,1398855276.857808,[{'idp': 2, 'x': 6.019116250458465, 'y': 1.597567306566956, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.221247822846959, 'y': 0.8458871032167314, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.641447473265899, 'y': 1.484753428317036, 'r': 0.3999999999999999, 'type': 1}]
26293,1398855276.8578281,[{'idp': 2, 'x': 6.033270175720979, 'y': 1.6431260981602525, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.22714169183762, 'y': 0.8103162834707001, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.647818072519179, 'y': 1.4666659455840447, 'r': 0.3999999999999999, 'type': 1}]
26294,1398855276.8977501,[{'idp': 2, 'x': 6.008987123699299, 'y': 1.6502542283603194, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.21029218953787, 'y': 0.8267125035538947, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.638350785880347, 'y': 1.484516314009634, 'r': 0.3999999999999999, 'type': 1}]
26295,1398855276.9032245,[{'idp': 2, 'x': 5.987785725242016, 'y': 1.685803443013234, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.190120864736063, 'y': 0.8286973830583166, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.63780451396009, 'y': 1.4839362918163257, 'r': 0.3999999999999999, 'type': 1}]
26296,1398855276.9417088,[{'idp': 2, 'x': 6.000919636404085, 'y': 1.7181300213163264, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.190419141743021, 'y': 0.8518164594625643, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.597591642354905, 'y': 1.5161959026014449, 'r': 0.3999999999999999, 'type': 1}]
26297,1398855276.981758,[{'idp': 2, 'x': 5.988527301975568, 'y': 1.728309034946125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.163204878794977, 'y': 0.8488711230924584, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.614161559562445, 'y': 1.5195679001772522, 'r': 0.3999999999999999, 'type': 1}]
26298,1398855276.981787,[{'idp': 2, 'x': 5.980756695236556, 'y': 1.7445221913405962, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.145206442879703, 'y': 0.846744694909285, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.586267872002356, 'y': 1.4938877318037425, 'r': 0.3999999999999999, 'type': 1}]
26299,1398855277.021754,[{'idp': 2, 'x': 5.960394649303149, 'y': 1.7717361441524382, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.126820630540148, 'y': 0.8219477290573951, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.558296364511138, 'y': 1.5092598346551456, 'r': 0.3999999999999999, 'type': 1}]
26300,1398855277.0277817,[{'idp': 2, 'x': 5.968268665265429, 'y': 1.790950179170796, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.128833611932727, 'y': 0.7998670031911059, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.569595564945471, 'y': 1.4910480041516738, 'r': 0.3999999999999999, 'type': 1}]
26301,1398855277.0657306,[{'idp': 2, 'x': 5.984353296852191, 'y': 1.808541790565299, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.109294343648049, 'y': 0.7922712179044455, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.54606387053738, 'y': 1.506922081112143, 'r': 0.3999999999999999, 'type': 1}]
26302,1398855277.105828,[{'idp': 2, 'x': 5.9698904538245685, 'y': 1.8210639305226772, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.07862334372892, 'y': 0.862122469542852, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.535264945864462, 'y': 1.5048093204091906, 'r': 0.3999999999999999, 'type': 1}]
26303,1398855277.1058576,[{'idp': 2, 'x': 5.989851112911717, 'y': 1.8427686819650946, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.070930220694425, 'y': 0.8123311275061296, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.52937846506898, 'y': 1.5036316227260405, 'r': 0.3999999999999999, 'type': 1}]
26304,1398855277.1457613,[{'idp': 2, 'x': 6.019186418716123, 'y': 1.852265355012872, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.073890957127647, 'y': 0.8380230167734926, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.503026208689512, 'y': 1.4991863919933768, 'r': 0.3999999999999999, 'type': 1}]
26305,1398855277.1540685,[{'idp': 2, 'x': 6.027102641839979, 'y': 1.8514007368973884, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.06177186902376, 'y': 0.7874123817334033, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.511312054397713, 'y': 1.5003429239939314, 'r': 0.3999999999999999, 'type': 1}]
26306,1398855277.1938055,[{'idp': 2, 'x': 6.018915359824415, 'y': 1.8654878894263405, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.053540321310582, 'y': 0.8103799883857943, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.505698544801845, 'y': 1.4991984508201406, 'r': 0.3999999999999999, 'type': 1}]
26307,1398855277.2337162,[{'idp': 2, 'x': 6.048559304465266, 'y': 1.8743078883622477, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.045825181803918, 'y': 0.8057340496120946, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.483543197140461, 'y': 1.4955456039284698, 'r': 0.3999999999999999, 'type': 1}]
26308,1398855277.2337465,[{'idp': 2, 'x': 6.061658679893426, 'y': 1.895870037151819, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.034117236902276, 'y': 0.8086675509485319, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.515143864860962, 'y': 1.5011249057123877, 'r': 0.3999999999999999, 'type': 1}]
26309,1398855277.2736957,[{'idp': 2, 'x': 6.08646970840619, 'y': 1.8995001573749604, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.029973126432466, 'y': 0.82592163408576, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.480191348959929, 'y': 1.5139254141216552, 'r': 0.3999999999999999, 'type': 1}]
26310,1398855277.2786717,[{'idp': 2, 'x': 6.104164283483358, 'y': 1.937663072151894, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.013285310110312, 'y': 0.8244879348312151, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.47480516519152, 'y': 1.5128213724690642, 'r': 0.3999999999999999, 'type': 1}]
26311,1398855277.3177729,[{'idp': 2, 'x': 6.130660719380807, 'y': 1.9480259291351798, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 8.000939471764067, 'y': 0.8012820220544437, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.456330443143955, 'y': 1.529062455014738, 'r': 0.3999999999999999, 'type': 1}]
26312,1398855277.3577788,[{'idp': 2, 'x': 6.152871284822354, 'y': 1.984674180953041, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.99044438993981, 'y': 0.8435729613809073, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.424918742717288, 'y': 1.5040776183331817, 'r': 0.3999999999999999, 'type': 1}]
26313,1398855277.3578103,[{'idp': 2, 'x': 6.16719981246296, 'y': 1.991464903345328, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.9549746025930945, 'y': 0.8608839024018322, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.43172073045277, 'y': 1.5052304699745322, 'r': 0.3999999999999999, 'type': 1}]
26314,1398855277.3977304,[{'idp': 2, 'x': 6.189633040411517, 'y': 2.026098343862648, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.952005561755655, 'y': 0.8604320793976128, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.41873806109517, 'y': 1.521827732488683, 'r': 0.3999999999999999, 'type': 1}]
26315,1398855277.405581,[{'idp': 2, 'x': 6.236150163039635, 'y': 2.01296317800425, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.950699563509329, 'y': 0.8605442414123754, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.421749165945515, 'y': 1.5420998322089985, 'r': 0.3999999999999999, 'type': 1}]
26316,1398855277.4417112,[{'idp': 2, 'x': 6.258881218107756, 'y': 2.0171015212852694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.914672004170753, 'y': 0.8575645084753614, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.386422122109735, 'y': 1.5352032753991818, 'r': 0.3999999999999999, 'type': 1}]
26317,1398855277.4817898,[{'idp': 2, 'x': 6.29308806920029, 'y': 2.027491903571157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.922083894483773, 'y': 0.83739812133788, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.374728775514548, 'y': 1.495053225446319, 'r': 0.3999999999999999, 'type': 1}]
26318,1398855277.4818263,[{'idp': 2, 'x': 6.361978580178336, 'y': 2.0334791424827903, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.9125001214394235, 'y': 0.8313121648666, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.375838023303046, 'y': 1.514376070003478, 'r': 0.3999999999999999, 'type': 1}]
26319,1398855277.5217402,[{'idp': 2, 'x': 6.391512146846791, 'y': 2.042610330284904, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.900037697966146, 'y': 0.8299704106210326, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.372259068483881, 'y': 1.4946483155671242, 'r': 0.3999999999999999, 'type': 1}]
26320,1398855277.5285628,[{'idp': 2, 'x': 6.395019013805565, 'y': 2.043943755060156, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.897079471306309, 'y': 0.8470468428888767, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.322118667237346, 'y': 1.505126597336548, 'r': 0.3999999999999999, 'type': 1}]
26321,1398855277.5657077,[{'idp': 2, 'x': 6.431008445346635, 'y': 2.0555733834064704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.888119773471473, 'y': 0.8461871799123366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.336928882001473, 'y': 1.4882981447036459, 'r': 0.3999999999999999, 'type': 1}]
26322,1398855277.605722,[{'idp': 2, 'x': 6.465260431033945, 'y': 2.050933146003091, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.8644519668752855, 'y': 0.8437017890051779, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.323530149557644, 'y': 1.4859785684839522, 'r': 0.3999999999999999, 'type': 1}]
26323,1398855277.6057515,[{'idp': 2, 'x': 6.489746499638855, 'y': 2.0734964469290507, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.859533545996946, 'y': 0.825755933518586, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.30897763992229, 'y': 1.4832783258056215, 'r': 0.3999999999999999, 'type': 1}]
26324,1398855277.6457834,[{'idp': 2, 'x': 6.542620077510255, 'y': 2.0609778912798715, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.837910201427174, 'y': 0.8408156246185672, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.314114070133032, 'y': 1.503221818805609, 'r': 0.3999999999999999, 'type': 1}]
26325,1398855277.6543438,[{'idp': 2, 'x': 6.583129417101312, 'y': 2.0625725129757533, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.832160196575673, 'y': 0.8226942228781287, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.306327798996946, 'y': 1.482753492133957, 'r': 0.3999999999999999, 'type': 1}]
26326,1398855277.6937115,[{'idp': 2, 'x': 6.603681790867572, 'y': 2.0655069532162607, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 7.827666576125798, 'y': 0.8569137378545277, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 8.2814784287525, 'y': 1.497590439259373, 'r': 0.3999999999999999, 'type': 1}]
