id,timestamp,circles
20000,1398776770.4155736,[{'idp': 140, 'x': 1.474, 'y': -2.125, 'r': 0.4, 'type': 1}]
20001,1398776770.4556096,[{'idp': 140, 'x': 1.481, 'y': -2.144, 'r': 0.4, 'type': 1}]
20002,1398776770.4625306,[{'idp': 140, 'x': 1.479, 'y': -2.167, 'r': 0.4, 'type': 1}]
20003,1398776770.4996445,[{'idp': 140, 'x': 1.5, 'y': -2.18, 'r': 0.4, 'type': 1}]
20004,1398776770.5396183,[{'idp': 140, 'x': 1.497, 'y': -2.198, 'r': 0.4, 'type': 1}]
20005,1398776770.5396466,[{'idp': 140, 'x': 1.491, 'y': -2.222, 'r': 0.4, 'type': 1}]
20006,1398776770.579626,[{'idp': 140, 'x': 1.503, 'y': -2.23, 'r': 0.4, 'type': 1}]
20007,1398776770.5857346,[{'idp': 140, 'x': 1.501, 'y': -2.254, 'r': 0.4, 'type': 1}]
20008,1398776770.6236007,[{'idp': 140, 'x': 1.513, 'y': -2.26, 'r': 0.4, 'type': 1}]
20009,1398776770.6636252,[{'idp': 140, 'x': 1.52, 'y': -2.279, 'r': 0.4, 'type': 1}]
20010,1398776770.6636548,[{'idp': 140, 'x': 1.529, 'y': -2.302, 'r': 0.4, 'type': 1}]
20011,1398776770.7036257,[{'idp': 140, 'x': 1.526, 'y': -2.347, 'r': 0.4, 'type': 1}]
20012,1398776770.7101414,[{'idp': 140, 'x': 1.523, 'y': -2.374, 'r': 0.4, 'type': 1}]
20013,1398776770.7476256,[{'idp': 140, 'x': 1.527, 'y': -2.4, 'r': 0.4, 'type': 1}]
20014,1398776770.7876105,[{'idp': 140, 'x': 1.532, 'y': -2.418, 'r': 0.4, 'type': 1}]
20015,1398776770.787641,[{'idp': 140, 'x': 1.538, 'y': -2.445, 'r': 0.4, 'type': 1}]
20016,1398776770.8275714,[{'idp': 140, 'x': 1.544, 'y': -2.466, 'r': 0.4, 'type': 1}]
20017,1398776770.8352954,[{'idp': 140, 'x': 1.547, 'y': -2.486, 'r': 0.4, 'type': 1}]
20018,1398776770.8716986,[{'idp': 140, 'x': 1.554, 'y': -2.51, 'r': 0.4, 'type': 1}]
20019,1398776770.9115572,[{'idp': 140, 'x': 1.551, 'y': -2.529, 'r': 0.4, 'type': 1}]
20020,1398776770.9115832,[{'idp': 140, 'x': 1.559, 'y': -2.554, 'r': 0.4, 'type': 1}]
20021,1398776770.951713,[{'idp': 140, 'x': 1.566, 'y': -2.578, 'r': 0.4, 'type': 1}]
20022,1398776770.9600735,[{'idp': 140, 'x': 1.568, 'y': -2.591, 'r': 0.4, 'type': 1}]
20023,1398776770.999656,[{'idp': 140, 'x': 1.584, 'y': -2.606, 'r': 0.4, 'type': 1}]
20024,1398776771.0395563,[{'idp': 140, 'x': 1.596, 'y': -2.612, 'r': 0.4, 'type': 1}]
20025,1398776771.0395863,[{'idp': 140, 'x': 1.601, 'y': -2.619, 'r': 0.4, 'type': 1}]
20026,1398776771.0795968,[{'idp': 140, 'x': 1.615, 'y': -2.63, 'r': 0.4, 'type': 1}]
20027,1398776771.0844598,[{'idp': 140, 'x': 1.622, 'y': -2.641, 'r': 0.4, 'type': 1}]
20028,1398776771.1236153,[{'idp': 140, 'x': 1.626, 'y': -2.648, 'r': 0.4, 'type': 1}]
20029,1398776771.1635952,[{'idp': 140, 'x': 1.635, 'y': -2.662, 'r': 0.4, 'type': 1}]
20030,1398776771.1636252,[{'idp': 140, 'x': 1.649, 'y': -2.686, 'r': 0.4, 'type': 1}]
20031,1398776771.2036445,[{'idp': 140, 'x': 1.667, 'y': -2.727, 'r': 0.4, 'type': 1}]
20032,1398776771.2086537,[{'idp': 140, 'x': 1.686, 'y': -2.772, 'r': 0.4, 'type': 1}]
20033,1398776771.247631,[{'idp': 140, 'x': 1.712, 'y': -2.816, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 2.484, 'y': -5.908, 'r': 0.4, 'type': 1}]
20124,1398776773.5196214,[{'idp': 140, 'x': 3.974, 'y': -2.899, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.573, 'y': -2.52, 'r': 0.4, 'type': 1}]
20125,1398776773.5248601,[{'idp': 140, 'x': 4.041, 'y': -2.881, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.594, 'y': -2.467, 'r': 0.4, 'type': 1}]
20126,1398776773.5636225,[{'idp': 140, 'x': 4.131, 'y': -2.865, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.591, 'y': -2.426, 'r': 0.4, 'type': 1}]
20127,1398776773.6036794,[{'idp': 140, 'x': 4.161, 'y': -2.858, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.603, 'y': -2.369, 'r': 0.4, 'type': 1}]
20128,1398776773.6037009,[{'idp': 140, 'x': 4.202, 'y': -2.84, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.618, 'y': -2.352, 'r': 0.4, 'type': 1}]
20129,1398776773.6436305,[{'idp': 140, 'x': 4.222, 'y': -2.86, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.656, 'y': -2.333, 'r': 0.4, 'type': 1}]
20130,1398776773.6496289,[{'idp': 140, 'x': 4.236, 'y': -2.854, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.648, 'y': -2.329, 'r': 0.4, 'type': 1}]
20131,1398776773.6876416,[{'idp': 140, 'x': 4.259, 'y': -2.874, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 5.583, 'y': -4.362, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.671, 'y': -2.315, 'r': 0.4, 'type': 1}]
20132,1398776773.7276647,[{'idp': 140, 'x': 4.29, 'y': -2.854, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.117, 'y': -4.071, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.67, 'y': -2.276, 'r': 0.4, 'type': 1}]
20133,1398776773.7276852,[{'idp': 140, 'x': 4.309, 'y': -2.829, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.191, 'y': -4.059, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.707, 'y': -2.232, 'r': 0.4, 'type': 1}]
20134,1398776773.7677205,[{'idp': 140, 'x': 4.343, 'y': -2.824, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.273, 'y': -3.987, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.713, 'y': -2.21, 'r': 0.4, 'type': 1}]
20135,1398776773.7744958,[{'idp': 140, 'x': 4.363, 'y': -2.81, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.315, 'y': -3.976, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.715, 'y': -2.198, 'r': 0.4, 'type': 1}]
20136,1398776773.811573,[{'idp': 140, 'x': 4.37, 'y': -2.772, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.362, 'y': -3.957, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.732, 'y': -2.156, 'r': 0.4, 'type': 1}]
20137,1398776773.8516247,[{'idp': 140, 'x': 4.403, 'y': -2.727, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.419, 'y': -3.872, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.768, 'y': -2.135, 'r': 0.4, 'type': 1}]
20138,1398776773.8516514,[{'idp': 140, 'x': 4.428, 'y': -2.704, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.45, 'y': -3.826, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.779, 'y': -2.103, 'r': 0.4, 'type': 1}]
20139,1398776773.891652,[{'idp': 140, 'x': 4.445, 'y': -2.688, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.467, 'y': -3.737, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.803, 'y': -2.077, 'r': 0.4, 'type': 1}]
20140,1398776773.8990686,[{'idp': 140, 'x': 4.479, 'y': -2.642, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.49, 'y': -3.487, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.819, 'y': -2.022, 'r': 0.4, 'type': 1}]
20141,1398776773.9355679,[{'idp': 140, 'x': 4.519, 'y': -2.626, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.507, 'y': -3.442, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.854, 'y': -1.987, 'r': 0.4, 'type': 1}]
20142,1398776773.9756205,[{'idp': 140, 'x': 4.538, 'y': -2.61, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.515, 'y': -3.409, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.85, 'y': -1.936, 'r': 0.4, 'type': 1}]
20143,1398776773.9756312,[{'idp': 140, 'x': 4.566, 'y': -2.588, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.549, 'y': -3.355, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.875, 'y': -1.922, 'r': 0.4, 'type': 1}]
20144,1398776774.0156002,[{'idp': 140, 'x': 4.596, 'y': -2.594, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.572, 'y': -3.394, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.891, 'y': -1.892, 'r': 0.4, 'type': 1}]
20145,1398776774.0233223,[{'idp': 140, 'x': 4.595, 'y': -2.566, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.594, 'y': -3.37, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.903, 'y': -1.884, 'r': 0.4, 'type': 1}]
20146,1398776774.0596561,[{'idp': 140, 'x': 4.615, 'y': -2.55, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.555, 'y': -3.268, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.909, 'y': -1.85, 'r': 0.4, 'type': 1}]
20147,1398776774.0996258,[{'idp': 140, 'x': 4.642, 'y': -2.535, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.58, 'y': -3.245, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.953, 'y': -1.83, 'r': 0.4, 'type': 1}]
20148,1398776774.0997162,[{'idp': 140, 'x': 4.682, 'y': -2.503, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.606, 'y': -3.168, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.961, 'y': -1.772, 'r': 0.4, 'type': 1}]
20149,1398776774.139603,[{'idp': 140, 'x': 4.722, 'y': -2.458, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.662, 'y': -3.089, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.997, 'y': -1.71, 'r': 0.4, 'type': 1}]
20150,1398776774.1490455,[{'idp': 140, 'x': 4.789, 'y': -2.4, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.716, 'y': -3.008, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.0, 'y': -1.651, 'r': 0.4, 'type': 1}]
20151,1398776774.1875663,[{'idp': 140, 'x': 4.818, 'y': -2.376, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.781, 'y': -2.984, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.009, 'y': -1.594, 'r': 0.4, 'type': 1}]
20152,1398776774.2275777,[{'idp': 140, 'x': 4.846, 'y': -2.337, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.764, 'y': -2.906, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.008, 'y': -1.545, 'r': 0.4, 'type': 1}]
20153,1398776774.227604,[{'idp': 140, 'x': 4.859, 'y': -2.316, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.823, 'y': -2.896, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.002, 'y': -1.507, 'r': 0.4, 'type': 1}]
20154,1398776774.2676423,[{'idp': 140, 'x': 4.872, 'y': -2.31, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.842, 'y': -2.886, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.024, 'y': -1.501, 'r': 0.4, 'type': 1}]
20155,1398776774.2719877,[{'idp': 140, 'x': 4.912, 'y': -2.289, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.891, 'y': -2.837, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.039, 'y': -1.471, 'r': 0.4, 'type': 1}]
20156,1398776774.3116143,[{'idp': 140, 'x': 4.929, 'y': -2.284, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.938, 'y': -2.838, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.024, 'y': -1.443, 'r': 0.4, 'type': 1}]
20157,1398776774.3517025,[{'idp': 140, 'x': 4.938, 'y': -2.301, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.97, 'y': -2.834, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.027, 'y': -1.479, 'r': 0.4, 'type': 1}]
20158,1398776774.3517377,[{'idp': 140, 'x': 4.934, 'y': -2.312, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 6.979, 'y': -2.855, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.016, 'y': -1.476, 'r': 0.4, 'type': 1}]
20159,1398776774.3915906,[{'idp': 140, 'x': 4.95, 'y': -2.28, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.009, 'y': -2.814, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.997, 'y': -1.446, 'r': 0.4, 'type': 1}]
20160,1398776774.3973596,[{'idp': 140, 'x': 4.972, 'y': -2.237, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.039, 'y': -2.755, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.973, 'y': -1.392, 'r': 0.4, 'type': 1}]
20161,1398776774.4356723,[{'idp': 140, 'x': 4.971, 'y': -2.198, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.05, 'y': -2.707, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.945, 'y': -1.338, 'r': 0.4, 'type': 1}]
20162,1398776774.4756162,[{'idp': 140, 'x': 4.996, 'y': -2.183, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.064, 'y': -2.677, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.883, 'y': -1.309, 'r': 0.4, 'type': 1}]
20163,1398776774.4756966,[{'idp': 140, 'x': 4.983, 'y': -2.19, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.068, 'y': -2.678, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.865, 'y': -1.315, 'r': 0.4, 'type': 1}]
20164,1398776774.5156114,[{'idp': 140, 'x': 5.001, 'y': -2.173, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.088, 'y': -2.65, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.872, 'y': -1.306, 'r': 0.4, 'type': 1}]
20165,1398776774.5211682,[{'idp': 140, 'x': 5.022, 'y': -2.143, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.098, 'y': -2.601, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.954, 'y': -1.303, 'r': 0.4, 'type': 1}]
20166,1398776774.5595999,[{'idp': 140, 'x': 5.068, 'y': -2.11, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.133, 'y': -2.543, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 4.994, 'y': -1.278, 'r': 0.4, 'type': 1}]
20167,1398776774.5996385,[{'idp': 140, 'x': 5.105, 'y': -2.087, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.148, 'y': -2.479, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.01, 'y': -1.271, 'r': 0.4, 'type': 1}]
20168,1398776774.599665,[{'idp': 140, 'x': 5.133, 'y': -2.059, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.193, 'y': -2.372, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.028, 'y': -1.229, 'r': 0.4, 'type': 1}]
20169,1398776774.6396372,[{'idp': 140, 'x': 5.183, 'y': -2.014, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.201, 'y': -2.34, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.05, 'y': -1.211, 'r': 0.4, 'type': 1}]
20170,1398776774.6497715,[{'idp': 140, 'x': 5.192, 'y': -2.018, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.22, 'y': -2.277, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.065, 'y': -1.203, 'r': 0.4, 'type': 1}]
20171,1398776774.6876001,[{'idp': 140, 'x': 5.209, 'y': -2.012, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.235, 'y': -2.247, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.09, 'y': -1.199, 'r': 0.4, 'type': 1}]
20172,1398776774.727553,[{'idp': 140, 'x': 5.245, 'y': -1.974, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.257, 'y': -2.219, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.09, 'y': -1.176, 'r': 0.4, 'type': 1}]
20173,1398776774.7275844,[{'idp': 140, 'x': 5.27, 'y': -1.944, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.276, 'y': -2.087, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.092, 'y': -1.157, 'r': 0.4, 'type': 1}]
20174,1398776774.767589,[{'idp': 140, 'x': 5.304, 'y': -1.917, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.305, 'y': -2.044, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.11, 'y': -1.127, 'r': 0.4, 'type': 1}]
20175,1398776774.771347,[{'idp': 140, 'x': 5.338, 'y': -1.89, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.318, 'y': -1.961, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.128, 'y': -1.078, 'r': 0.4, 'type': 1}]
20176,1398776774.8076131,[{'idp': 140, 'x': 5.372, 'y': -1.877, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.32, 'y': -1.928, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.13, 'y': -1.081, 'r': 0.4, 'type': 1}]
20177,1398776774.8515894,[{'idp': 140, 'x': 5.388, 'y': -1.843, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.346, 'y': -1.9, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.144, 'y': -1.043, 'r': 0.4, 'type': 1}]
20178,1398776774.8516202,[{'idp': 140, 'x': 5.42, 'y': -1.802, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.308, 'y': -1.805, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.134, 'y': -1.004, 'r': 0.4, 'type': 1}]
20179,1398776774.8916209,[{'idp': 140, 'x': 5.426, 'y': -1.752, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.398, 'y': -1.81, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.154, 'y': -0.979, 'r': 0.4, 'type': 1}]
20180,1398776774.895721,[{'idp': 140, 'x': 5.445, 'y': -1.747, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.304, 'y': -1.754, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.127, 'y': -0.922, 'r': 0.4, 'type': 1}]
20181,1398776774.9356172,[{'idp': 140, 'x': 5.46, 'y': -1.698, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.149, 'y': -0.909, 'r': 0.4, 'type': 1}]
20182,1398776774.975605,[{'idp': 140, 'x': 5.477, 'y': -1.652, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.142, 'y': -0.886, 'r': 0.4, 'type': 1}]
20183,1398776774.975634,[{'idp': 140, 'x': 5.48, 'y': -1.625, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.137, 'y': -0.857, 'r': 0.4, 'type': 1}]
20184,1398776775.0155783,[{'idp': 140, 'x': 5.5, 'y': -1.633, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.127, 'y': -0.836, 'r': 0.4, 'type': 1}]
20185,1398776775.0205028,[{'idp': 140, 'x': 5.508, 'y': -1.609, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.119, 'y': -0.812, 'r': 0.4, 'type': 1}]
20186,1398776775.0595791,[{'idp': 140, 'x': 5.534, 'y': -1.577, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.133, 'y': -0.797, 'r': 0.4, 'type': 1}]
20187,1398776775.0996513,[{'idp': 140, 'x': 5.543, 'y': -1.541, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.14, 'y': -0.78, 'r': 0.4, 'type': 1}]
20188,1398776775.0996811,[{'idp': 140, 'x': 5.546, 'y': -1.473, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 7.289, 'y': -1.666, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.145, 'y': -0.727, 'r': 0.4, 'type': 1}]
20189,1398776775.1396573,[{'idp': 140, 'x': 5.567, 'y': -1.442, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.152, 'y': -0.709, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.952, 'y': -2.61, 'r': 0.2, 'type': 1}]
20190,1398776775.1448438,[{'idp': 140, 'x': 5.591, 'y': -1.408, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.171, 'y': -0.726, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.964, 'y': -2.674, 'r': 0.2, 'type': 1}]
20191,1398776775.1836452,[{'idp': 140, 'x': 5.609, 'y': -1.386, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.166, 'y': -0.727, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 7.006, 'y': -2.742, 'r': 0.2, 'type': 1}]
20192,1398776775.223612,[{'idp': 140, 'x': 5.632, 'y': -1.368, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.193, 'y': -0.695, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.989, 'y': -2.753, 'r': 0.2, 'type': 1}]
20193,1398776775.2237105,[{'idp': 140, 'x': 5.653, 'y': -1.306, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.196, 'y': -0.672, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.989, 'y': -2.717, 'r': 0.2, 'type': 1}]
20194,1398776775.2636232,[{'idp': 140, 'x': 5.694, 'y': -1.274, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.2, 'y': -0.661, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.995, 'y': -2.667, 'r': 0.2, 'type': 1}]
20195,1398776775.2705846,[{'idp': 140, 'x': 5.732, 'y': -1.244, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.208, 'y': -0.661, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.994, 'y': -2.614, 'r': 0.2, 'type': 1}]
20196,1398776775.3077023,[{'idp': 140, 'x': 5.78, 'y': -1.217, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.223, 'y': -0.617, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.964, 'y': -2.586, 'r': 0.2, 'type': 1}]
20197,1398776775.3476288,[{'idp': 140, 'x': 5.805, 'y': -1.182, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.247, 'y': -0.62, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.95, 'y': -2.546, 'r': 0.2, 'type': 1}]
20198,1398776775.347664,[{'idp': 140, 'x': 5.806, 'y': -1.124, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.272, 'y': -0.565, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.91, 'y': -1.983, 'r': 0.2, 'type': 1}]
20199,1398776775.3875713,[{'idp': 140, 'x': 5.845, 'y': -1.083, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.251, 'y': -0.551, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.939, 'y': -1.99, 'r': 0.2, 'type': 1}]
20200,1398776775.3946974,[{'idp': 140, 'x': 5.873, 'y': -1.075, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.237, 'y': -0.538, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.912, 'y': -1.906, 'r': 0.2, 'type': 1}]
20201,1398776775.4316058,[{'idp': 140, 'x': 5.886, 'y': -1.011, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.241, 'y': -0.492, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.952, 'y': -1.876, 'r': 0.2, 'type': 1}]
20202,1398776775.4716206,[{'idp': 140, 'x': 5.895, 'y': -0.959, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.268, 'y': -0.448, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.921, 'y': -1.839, 'r': 0.2, 'type': 1}]
20203,1398776775.471678,[{'idp': 140, 'x': 5.908, 'y': -0.903, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.258, 'y': -0.401, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.956, 'y': -1.864, 'r': 0.2, 'type': 1}]
20204,1398776775.511571,[{'idp': 140, 'x': 5.925, 'y': -0.911, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.261, 'y': -0.378, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.944, 'y': -1.893, 'r': 0.2, 'type': 1}]
20205,1398776775.5183,[{'idp': 140, 'x': 5.929, 'y': -0.887, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.269, 'y': -0.355, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 6.966, 'y': -1.867, 'r': 0.2, 'type': 1}]
20206,1398776775.5556498,[{'idp': 140, 'x': 5.959, 'y': -0.81, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.289, 'y': -0.31, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 7.092, 'y': -1.851, 'r': 0.2, 'type': 1}]
20207,1398776775.5956945,[{'idp': 140, 'x': 5.941, 'y': -0.809, 'r': 0.4, 'type': 1}, {'idp': 142, 'x': 5.27, 'y': -0.275, 'r': 0.4, 'type': 1}, {'idp': 143, 'x': 7.131, 'y': -1.927, 'r': 0.2, 'type': 1}]
