id,timestamp,circles
40001,1398855619.8542423,[{'idp': 1, 'x': 3.291666666666666, 'y': -3.1666666666666665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5, 'y': -2.833333333333333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.875000000000001, 'y': 1.8333333333333335, 'r': 0.3999999999999999, 'type': 1}]
40002,1398855619.8937583,[{'idp': 1, 'x': 3.2848030152519136, 'y': -3.0878009322506283, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.544267168049473, 'y': -2.826388367165684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8693119504280906, 'y': 1.8717056524061615, 'r': 0.3999999999999999, 'type': 1}]
40003,1398855619.933768,[{'idp': 1, 'x': 3.2784538679042097, 'y': -3.0684623968643443, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5598761336619855, 'y': -2.7890418784829007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.846735513980352, 'y': 1.875046245078218, 'r': 0.3999999999999999, 'type': 1}]
40004,1398855619.933799,[{'idp': 1, 'x': 3.2749186523195184, 'y': -3.0517335382954967, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.565704407522427, 'y': -2.731367357309429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8168752325774715, 'y': 1.899545122644135, 'r': 0.3999999999999999, 'type': 1}]
40005,1398855619.973796,[{'idp': 1, 'x': 3.265536022155966, 'y': -3.0301138093439506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.580684038860831, 'y': -2.6932648426445125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7823730694364257, 'y': 1.9209105134813176, 'r': 0.3999999999999999, 'type': 1}]
40006,1398855619.978416,[{'idp': 1, 'x': 3.257898407687525, 'y': -3.009804604754761, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.581335235870776, 'y': -2.6338629814302097, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7607875713292107, 'y': 1.9419831236916374, 'r': 0.3999999999999999, 'type': 1}]
40007,1398855620.017725,[{'idp': 1, 'x': 3.2511406849675795, 'y': -2.990710176867143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5895879582527215, 'y': -2.5933138926750807, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.733540585504124, 'y': 1.9491014349818392, 'r': 0.3999999999999999, 'type': 1}]
40008,1398855620.0578058,[{'idp': 1, 'x': 3.2351215244642684, 'y': -2.9769830802472317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.59624545825182, 'y': -2.5518274782102415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.709427032988232, 'y': 1.9589057676485666, 'r': 0.3999999999999999, 'type': 1}]
40009,1398855620.0578384,[{'idp': 1, 'x': 3.2131521174419797, 'y': -2.9708784315517924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.606338690471551, 'y': -2.5271453530109502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6856081995626324, 'y': 1.9773741430996727, 'r': 0.3999999999999999, 'type': 1}]
40010,1398855620.0977566,[{'idp': 1, 'x': 3.211072101602519, 'y': -2.9696486961128565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.6071031717317315, 'y': -2.4686936970704743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6540234711425215, 'y': 1.990168763634217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.6249999999999996, 'y': 0.8333333333333326, 'r': 0.3999999999999999, 'type': 1}]
40052,1398855621.1417341,[{'idp': 1, 'x': 3.1768031325047486, 'y': -2.5568156260382393, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.644699611890687, 'y': -0.7572537026807746, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.049805898201873, 'y': 2.12727453815569, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.0935684144227484, 'y': 1.0595486450588787, 'r': 0.3999999999999999, 'type': 1}]
40053,1398855621.181786,[{'idp': 1, 'x': 3.166013380322401, 'y': -2.541186668897679, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.6279388111939195, 'y': -0.7050997912530388, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.9856485200580476, 'y': 2.1391472508566056, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.0741329756198934, 'y': 1.0649155442104652, 'r': 0.3999999999999999, 'type': 1}]
40054,1398855621.181817,[{'idp': 1, 'x': 3.1765802911265273, 'y': -2.5270747298499985, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.617897883641074, 'y': -0.6541475586659429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.934026420313213, 'y': 2.1452023966888234, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.057962836426166, 'y': 1.0799343454062127, 'r': 0.3999999999999999, 'type': 1}]
40055,1398855621.2217546,[{'idp': 1, 'x': 3.1787558591462495, 'y': -2.5026699179530554, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.609982368101543, 'y': -0.6035494865788571, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.8987430776316594, 'y': 2.149211711657004, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.0456923526598847, 'y': 1.0898552353719837, 'r': 0.3999999999999999, 'type': 1}]
40056,1398855621.2288516,[{'idp': 1, 'x': 3.1785920579209925, 'y': -2.474912392264371, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.602438381774264, 'y': -0.5655805007444525, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.8626952602096236, 'y': 2.1548553683097027, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.029095729915007, 'y': 1.1076113820709765, 'r': 0.3999999999999999, 'type': 1}]
40057,1398855621.265799,[{'idp': 1, 'x': 3.1737370033161083, 'y': -2.464531963318526, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.594578473198897, 'y': -0.5280299038143255, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.8545364631020966, 'y': 2.1550004549363355, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.0122173123212184, 'y': 1.1149840147079515, 'r': 0.3999999999999999, 'type': 1}]
40058,1398855621.3057363,[{'idp': 1, 'x': 3.176283631929351, 'y': -2.4363318470774575, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5841124848186645, 'y': -0.47791061808752366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.8178244802692567, 'y': 2.16017401042361, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.001554438654005, 'y': 1.1202433787560317, 'r': 0.3999999999999999, 'type': 1}]
40059,1398855621.3057654,[{'idp': 1, 'x': 3.1681961398929115, 'y': -2.4227686897060274, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.574210025580932, 'y': -0.4400755919841781, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.7897887444528737, 'y': 2.153361284955806, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.9885163438843811, 'y': 1.129574833385525, 'r': 0.3999999999999999, 'type': 1}]
40060,1398855621.3457603,[{'idp': 1, 'x': 3.175893807015633, 'y': -2.4047973591575134, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.572268967826082, 'y': -0.40354373569361335, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.7659293875583981, 'y': 2.1530409297421693, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.9701352456592702, 'y': 1.1363106285029656, 'r': 0.3999999999999999, 'type': 1}]
40061,1398855621.3552427,[{'idp': 1, 'x': 3.167034972533058, 'y': -2.3904548068038336, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.561366101710277, 'y': -0.3538569354416532, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.7119401694858927, 'y': 2.1531348649533877, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.950236500857454, 'y': 1.1432211545528492, 'r': 0.3999999999999999, 'type': 1}]
40062,1398855621.3937426,[{'idp': 1, 'x': 3.1638791989557724, 'y': -2.3784822673881143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.545447803203469, 'y': -0.30412714221146775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.6400952643641786, 'y': 2.1531894830387577, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.9510171635110507, 'y': 1.1452603671042638, 'r': 0.3999999999999999, 'type': 1}]
40063,1398855621.4337463,[{'idp': 1, 'x': 3.1564321603580536, 'y': -2.3515479859629353, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.54904144583052, 'y': -0.2802848652006118, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.598249840576591, 'y': 2.1524027615552366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.927809564126235, 'y': 1.1476353435367947, 'r': 0.3999999999999999, 'type': 1}]
40064,1398855621.433772,[{'idp': 1, 'x': 3.149452803269406, 'y': -2.3371579904548523, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.531547028393351, 'y': -0.23097833643267673, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5670937898235704, 'y': 2.162132853017147, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.9081395368252418, 'y': 1.1475934680516953, 'r': 0.3999999999999999, 'type': 1}]
40065,1398855621.4737277,[{'idp': 1, 'x': 3.141018935274369, 'y': -2.3337090311708044, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.527335980080403, 'y': -0.20676175379881756, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5593279958913508, 'y': 2.1719247418920173, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.9002659811999756, 'y': 1.1485934142679999, 'r': 0.3999999999999999, 'type': 1}]
40066,1398855621.4801154,[{'idp': 1, 'x': 3.126942056472677, 'y': -2.3147823652934694, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.511692550978513, 'y': -0.15786323795527912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5626656783139437, 'y': 2.1722053501032312, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.881994208908162, 'y': 1.1492931122544814, 'r': 0.3999999999999999, 'type': 1}]
40067,1398855621.5177495,[{'idp': 1, 'x': 3.1250762985723, 'y': -2.3028270881732205, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.492952051896552, 'y': -0.10921537883730514, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5751926749705691, 'y': 2.1711844254520463, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8642589639299678, 'y': 1.150775725968367, 'r': 0.3999999999999999, 'type': 1}]
40068,1398855621.5577266,[{'idp': 1, 'x': 3.1131702912567216, 'y': -2.2835456418582414, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.494789396542387, 'y': -0.0855457448245589, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5891629142624764, 'y': 2.173826689734828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8452947216427562, 'y': 1.1452377241066114, 'r': 0.3999999999999999, 'type': 1}]
40069,1398855621.5577552,[{'idp': 1, 'x': 3.1079320826964096, 'y': -2.2693685872059186, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.47599601164988, 'y': -0.037384038680867704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5853437622141886, 'y': 2.183513879734711, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8244617586274314, 'y': 1.1339179596216153, 'r': 0.3999999999999999, 'type': 1}]
40070,1398855621.597767,[{'idp': 1, 'x': 3.1020081115578346, 'y': -2.254574800515311, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.474607896719926, 'y': -0.013589492643504286, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.568463295925684, 'y': 2.187365024898076, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.810250889660563, 'y': 1.120323704917916, 'r': 0.3999999999999999, 'type': 1}]
40071,1398855621.6041014,[{'idp': 1, 'x': 3.0940035422554746, 'y': -2.2385690512829637, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.462185863712278, 'y': 0.03410649431899282, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5535466060484882, 'y': 2.193538772355128, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8231047348462837, 'y': 1.105912508200686, 'r': 0.3999999999999999, 'type': 1}]
40072,1398855621.641737,[{'idp': 1, 'x': 3.0905163134855917, 'y': -2.215298295581427, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.44051550363065, 'y': 0.08160536828388354, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5485127037425972, 'y': 2.203694842510464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8453236460947875, 'y': 1.1153394898903946, 'r': 0.3999999999999999, 'type': 1}]
40073,1398855621.681832,[{'idp': 1, 'x': 3.0863869653488663, 'y': -2.2020506616538906, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.438779380657996, 'y': 0.10514187344049963, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5285257723467405, 'y': 2.2035639674113505, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8580970791066953, 'y': 1.129341546750271, 'r': 0.3999999999999999, 'type': 1}]
40074,1398855621.6818626,[{'idp': 1, 'x': 3.077013102199173, 'y': -2.1853086949259417, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.420993578023657, 'y': 0.15217674085652222, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5204324199980834, 'y': 2.2059021992296812, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.863326927364013, 'y': 1.1384993829469625, 'r': 0.3999999999999999, 'type': 1}]
40075,1398855621.7217362,[{'idp': 1, 'x': 3.0751049911131445, 'y': -2.163757913296034, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.398056743156445, 'y': 0.19878134798088531, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5165201369593317, 'y': 2.2098249438773765, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8635723826972916, 'y': 1.1502112231246153, 'r': 0.3999999999999999, 'type': 1}]
40076,1398855621.729262,[{'idp': 1, 'x': 3.0812170016504936, 'y': -2.147913668077189, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.4020497835494785, 'y': 0.23408454381305122, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5093199807148538, 'y': 2.2143462811393055, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8696534761737604, 'y': 1.1596833198835088, 'r': 0.3999999999999999, 'type': 1}]
40077,1398855621.7656908,[{'idp': 1, 'x': 3.0834825785869824, 'y': -2.1297411359495957, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.382521892683165, 'y': 0.2802766202639839, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5189430695554251, 'y': 2.2208458892208394, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8648664823759087, 'y': 1.167239005235432, 'r': 0.3999999999999999, 'type': 1}]
40078,1398855621.8057406,[{'idp': 1, 'x': 3.0788972061861686, 'y': -2.1067010520966267, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.371230432603014, 'y': 0.31516263186774696, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.5126758813805807, 'y': 2.2238537030792616, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.863933267550364, 'y': 1.1706431650028848, 'r': 0.3999999999999999, 'type': 1}]
40079,1398855621.8057697,[{'idp': 1, 'x': 3.0810006640701615, 'y': -2.088513681767541, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.341757662036635, 'y': 0.3601947920410864, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.4952283785491316, 'y': 2.23639942460947, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8573314489642434, 'y': 1.1777043373844287, 'r': 0.3999999999999999, 'type': 1}]
40080,1398855621.8457148,[{'idp': 1, 'x': 3.065445633034818, 'y': -2.0680813487847582, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.33394509845049, 'y': 0.3944815269585389, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.4726743763314798, 'y': 2.2370680917670938, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8517487208170547, 'y': 1.1788110562183274, 'r': 0.3999999999999999, 'type': 1}]
40081,1398855621.8543293,[{'idp': 1, 'x': 3.038477597903211, 'y': -2.0398874474715667, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.323455929213397, 'y': 0.42910204647609973, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.4608279624652787, 'y': 2.2363046129266184, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.854321831088308, 'y': 1.185301947214752, 'r': 0.3999999999999999, 'type': 1}]
40082,1398855621.8937154,[{'idp': 1, 'x': 3.025213005498446, 'y': -2.011865364069849, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.314366781238473, 'y': 0.46319096257351866, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.469610748639698, 'y': 2.247619327353101, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.846087587481271, 'y': 1.1822504738610573, 'r': 0.3999999999999999, 'type': 1}]
40083,1398855621.933712,[{'idp': 1, 'x': 3.0154685131064607, 'y': -2.0052105219866534, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.290223379836634, 'y': 0.507569230329783, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.4472081830381112, 'y': 2.244692225262126, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8393818136280604, 'y': 1.1877594961493099, 'r': 0.3999999999999999, 'type': 1}]
40084,1398855621.9337382,[{'idp': 1, 'x': 3.030632548085326, 'y': -1.9962449074476463, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.2715872642595984, 'y': 0.5523086697777257, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.4190908277854941, 'y': 2.2549710794016797, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8280805986190862, 'y': 1.1970197190140341, 'r': 0.3999999999999999, 'type': 1}]
40085,1398855621.9737954,[{'idp': 1, 'x': 3.050447328301431, 'y': -1.9803983745732912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.2600922360636115, 'y': 0.5860995000559632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.397184445938644, 'y': 2.252360502479034, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.8222444809597471, 'y': 1.2027307421666622, 'r': 0.3999999999999999, 'type': 1}]
40086,1398855621.9794893,[{'idp': 1, 'x': 3.05214917248791, 'y': -1.9625223390636937, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.260958620323432, 'y': 0.620646422940021, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.3756161719987259, 'y': 2.261352779889736, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.811175535752394, 'y': 1.216063652743764, 'r': 0.3999999999999999, 'type': 1}]
40087,1398855622.017725,[{'idp': 1, 'x': 3.040639433930592, 'y': -1.9457731564510816, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.230594077295914, 'y': 0.6636083381554414, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.3514101346657936, 'y': 2.2540102261645356, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.7983596943543056, 'y': 1.2239378330509387, 'r': 0.3999999999999999, 'type': 1}]
40088,1398855622.0577447,[{'idp': 1, 'x': 3.039608664361386, 'y': -1.9264511932087658, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.216589315673881, 'y': 0.6966285359823643, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.3239546445920913, 'y': 2.264317334211974, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.789856631370037, 'y': 1.2384545741020991, 'r': 0.3999999999999999, 'type': 1}]
40089,1398855622.0577748,[{'idp': 1, 'x': 3.0454215051222766, 'y': -1.9116095650293918, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.1888592690348485, 'y': 0.7391047071351475, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.3009382262579239, 'y': 2.257688537378526, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.7711341167374606, 'y': 1.2420307363968175, 'r': 0.3999999999999999, 'type': 1}]
40090,1398855622.0977306,[{'idp': 1, 'x': 3.0379061491884873, 'y': -1.8884132412681376, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.1701561690611335, 'y': 0.7827155099399197, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.2826793604774034, 'y': 2.2579565194505102, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.761611587369365, 'y': 1.2493986030616488, 'r': 0.3999999999999999, 'type': 1}]
40091,1398855622.1049862,[{'idp': 1, 'x': 3.0323161286729516, 'y': -1.8664073206534049, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.152868594802495, 'y': 0.8260070129223407, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.2667760789659077, 'y': 2.25058113886083, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.7400626222673332, 'y': 1.2645367153372167, 'r': 0.3999999999999999, 'type': 1}]
40092,1398855622.141786,[{'idp': 1, 'x': 3.033241227782968, 'y': -1.8489424949400524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.147326989411962, 'y': 0.8595799986698238, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.2605811772616993, 'y': 2.2359582863606176, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.7328181308677282, 'y': 1.267256992173733, 'r': 0.3999999999999999, 'type': 1}]
40093,1398855622.1818943,[{'idp': 1, 'x': 3.039625913947608, 'y': -1.8347198832622247, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.125595137169407, 'y': 0.9021122285402905, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.238432388186077, 'y': 2.2416028919176245, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.7250295333748178, 'y': 1.2734541638273011, 'r': 0.3999999999999999, 'type': 1}]
40094,1398855622.1819062,[{'idp': 1, 'x': 3.041787142409047, 'y': -1.8178520921729557, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.100583538724662, 'y': 0.9322211394426128, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.2218532847448182, 'y': 2.2461815051714584, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.7068499506298962, 'y': 1.2840913444820634, 'r': 0.3999999999999999, 'type': 1}]
40095,1398855622.2218375,[{'idp': 1, 'x': 3.0354898473063985, 'y': -1.8049935456525223, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.09517803805508, 'y': 0.9654586554965006, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.2131062398049663, 'y': 2.2525988822540333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.703707829277512, 'y': 1.284792955805043, 'r': 0.3999999999999999, 'type': 1}]
40096,1398855622.2299898,[{'idp': 1, 'x': 3.0424776639649087, 'y': -1.7819945220644617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.07131353902134, 'y': 1.0068885856681797, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.1903533197447569, 'y': 2.2575420289321735, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.6926531995984528, 'y': 1.2993770987471787, 'r': 0.3999999999999999, 'type': 1}]
40097,1398855622.2697039,[{'idp': 1, 'x': 3.0362047628562383, 'y': -1.7694929996787012, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.055715429301156, 'y': 1.0383509409891323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.1736427917522674, 'y': 2.261544379406877, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.686498941338641, 'y': 1.3063463254438301, 'r': 0.3999999999999999, 'type': 1}]
40098,1398855622.3097522,[{'idp': 1, 'x': 3.034127995865743, 'y': -1.759247148947235, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.02525251928531, 'y': 1.0780113405079095, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.153105536771184, 'y': 2.269575978531917, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.677928826552031, 'y': 1.319077143114955, 'r': 0.3999999999999999, 'type': 1}]
40099,1398855622.3097818,[{'idp': 1, 'x': 3.030674542610936, 'y': -1.7488452346533367, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.018178466697094, 'y': 1.1106549982311953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.1395502165092908, 'y': 2.2796492086360765, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.6749185877639605, 'y': 1.321181258451658, 'r': 0.3999999999999999, 'type': 1}]
40100,1398855622.3497343,[{'idp': 1, 'x': 3.019910207535348, 'y': -1.7338161384818362, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.999353113385223, 'y': 1.152442562420859, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 1.1155785422421283, 'y': 2.281938812187263, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 1.6630246867290355, 'y': 1.3296973200020967, 'r': 0.3999999999999999, 'type': 1}]
