id,timestamp,circles
52730,1398782902.676256,[]
52731,1398782902.676287,[]
52732,1398782902.7163014,[]
52733,1398782902.72125,[]
52734,1398782902.7602718,[{'idp':  196 ,  'x':  6.35 ,  'y':  -1.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  4.9 ,  'y':  -0.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.35 ,  'y':  -3.04 ,  'r':  0.4 ,  'type':  1}]
52812,1398782904.7202327,[{'idp':  196 ,  'x':  5.08 ,  'y':  -1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.95 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.17 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52813,1398782904.7202623,[{'idp':  196 ,  'x':  5.07 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.94 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.16 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52814,1398782904.7602782,[{'idp':  196 ,  'x':  5.05 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.92 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.15 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52815,1398782904.7680044,[{'idp':  196 ,  'x':  5.03 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.91 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.14 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52816,1398782904.8042512,[{'idp':  196 ,  'x':  5.01 ,  'y':  -1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.91 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.13 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52817,1398782904.8446293,[{'idp':  196 ,  'x':  4.99 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.88 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.13 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52818,1398782904.844658,[{'idp':  196 ,  'x':  4.98 ,  'y':  -1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.87 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.12 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52819,1398782904.8842547,[{'idp':  196 ,  'x':  4.95 ,  'y':  -1.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.85 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.11 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52820,1398782904.8920305,[{'idp':  196 ,  'x':  4.94 ,  'y':  -1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.85 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.08 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52821,1398782904.9282122,[{'idp':  196 ,  'x':  4.92 ,  'y':  -1.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.84 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.08 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52822,1398782904.9682565,[{'idp':  196 ,  'x':  4.9 ,  'y':  -1.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.83 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.1 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52823,1398782904.9682884,[{'idp':  196 ,  'x':  4.88 ,  'y':  -1.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.82 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.07 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52824,1398782905.0081806,[{'idp':  196 ,  'x':  4.86 ,  'y':  -1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.8 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.03 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52825,1398782905.0164793,[{'idp':  196 ,  'x':  4.85 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.78 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.03 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52826,1398782905.0562677,[{'idp':  196 ,  'x':  4.84 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.77 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.02 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52827,1398782905.0963292,[{'idp':  196 ,  'x':  4.82 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.76 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.01 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52828,1398782905.096347,[{'idp':  196 ,  'x':  4.81 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.76 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.98 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52829,1398782905.1362367,[{'idp':  196 ,  'x':  4.79 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.74 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.99 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52830,1398782905.1414995,[{'idp':  196 ,  'x':  4.79 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.73 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.97 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52831,1398782905.1802533,[{'idp':  196 ,  'x':  4.78 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.71 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.97 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52832,1398782905.2202644,[{'idp':  196 ,  'x':  4.75 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.71 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.95 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52833,1398782905.220299,[{'idp':  196 ,  'x':  4.75 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.69 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.93 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52834,1398782905.2602608,[{'idp':  196 ,  'x':  4.74 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.68 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.93 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52835,1398782905.2662556,[{'idp':  196 ,  'x':  4.72 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.67 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.91 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52836,1398782905.3042562,[{'idp':  196 ,  'x':  4.71 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.66 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.9 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52837,1398782905.3442814,[{'idp':  196 ,  'x':  4.7 ,  'y':  -1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.64 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.9 ,  'y':  -1.84 ,  'r':  0.4 ,  'type':  1}]
52838,1398782905.3443148,[{'idp':  196 ,  'x':  4.69 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.63 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.88 ,  'y':  -1.84 ,  'r':  0.4 ,  'type':  1}]
52839,1398782905.384262,[{'idp':  196 ,  'x':  4.68 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.61 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.87 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52840,1398782905.3913896,[{'idp':  196 ,  'x':  4.66 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.6 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.85 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52841,1398782905.4282768,[{'idp':  196 ,  'x':  4.65 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.59 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.84 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52842,1398782905.4682682,[{'idp':  196 ,  'x':  4.64 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.59 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.83 ,  'y':  -1.85 ,  'r':  0.4 ,  'type':  1}]
52843,1398782905.4682975,[{'idp':  196 ,  'x':  4.63 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.57 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.81 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
52844,1398782905.508237,[{'idp':  196 ,  'x':  4.61 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.56 ,  'y':  0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.8 ,  'y':  -1.87 ,  'r':  0.4 ,  'type':  1}]
52845,1398782905.5154874,[{'idp':  196 ,  'x':  4.6 ,  'y':  -1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.55 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.79 ,  'y':  -1.88 ,  'r':  0.4 ,  'type':  1}]
52846,1398782905.5523963,[{'idp':  196 ,  'x':  4.59 ,  'y':  -1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.56 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.77 ,  'y':  -1.89 ,  'r':  0.4 ,  'type':  1}]
52847,1398782905.5922651,[{'idp':  196 ,  'x':  4.57 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.54 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.77 ,  'y':  -1.89 ,  'r':  0.4 ,  'type':  1}]
52848,1398782905.5922964,[{'idp':  196 ,  'x':  4.58 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.53 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.77 ,  'y':  -1.9 ,  'r':  0.4 ,  'type':  1}]
52849,1398782905.6322193,[{'idp':  196 ,  'x':  4.57 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.52 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.75 ,  'y':  -1.9 ,  'r':  0.4 ,  'type':  1}]
52850,1398782905.6412525,[{'idp':  196 ,  'x':  4.55 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.51 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.75 ,  'y':  -1.9 ,  'r':  0.4 ,  'type':  1}]
52851,1398782905.680206,[{'idp':  196 ,  'x':  4.54 ,  'y':  -1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.5 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.73 ,  'y':  -1.89 ,  'r':  0.4 ,  'type':  1}]
52852,1398782905.7202916,[{'idp':  196 ,  'x':  4.53 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.49 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.72 ,  'y':  -1.91 ,  'r':  0.4 ,  'type':  1}]
52853,1398782905.7203205,[{'idp':  196 ,  'x':  4.51 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.49 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.7 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1}]
52854,1398782905.7603228,[{'idp':  196 ,  'x':  4.51 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.47 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.71 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1}]
52855,1398782905.7646601,[{'idp':  196 ,  'x':  4.51 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.46 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.68 ,  'y':  -1.93 ,  'r':  0.4 ,  'type':  1}]
52856,1398782905.8042455,[{'idp':  196 ,  'x':  4.49 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.45 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.67 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1}]
52857,1398782905.8442788,[{'idp':  196 ,  'x':  4.49 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.44 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.66 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1}]
52858,1398782905.8443148,[{'idp':  196 ,  'x':  4.48 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.42 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.66 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1}]
52859,1398782905.8842967,[{'idp':  196 ,  'x':  4.47 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.41 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.65 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1}]
52860,1398782905.8964503,[{'idp':  196 ,  'x':  4.46 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.39 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.64 ,  'y':  -1.93 ,  'r':  0.4 ,  'type':  1}]
52861,1398782905.9362617,[{'idp':  196 ,  'x':  4.46 ,  'y':  -1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.38 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.63 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1}]
52862,1398782905.9761915,[{'idp':  196 ,  'x':  4.44 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.37 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.6 ,  'y':  -1.93 ,  'r':  0.4 ,  'type':  1}]
52863,1398782905.9762108,[{'idp':  196 ,  'x':  4.43 ,  'y':  -1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.36 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.58 ,  'y':  -1.95 ,  'r':  0.4 ,  'type':  1}]
52864,1398782906.0162334,[{'idp':  196 ,  'x':  4.43 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.35 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.58 ,  'y':  -1.95 ,  'r':  0.4 ,  'type':  1}]
52865,1398782906.016264,[{'idp':  196 ,  'x':  4.41 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.35 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.56 ,  'y':  -1.97 ,  'r':  0.4 ,  'type':  1}]
52866,1398782906.0562766,[{'idp':  196 ,  'x':  4.39 ,  'y':  -1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.34 ,  'y':  0.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.54 ,  'y':  -1.99 ,  'r':  0.4 ,  'type':  1}]
52867,1398782906.0638163,[{'idp':  196 ,  'x':  4.37 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.33 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.51 ,  'y':  -2.01 ,  'r':  0.4 ,  'type':  1}]
52868,1398782906.1002378,[{'idp':  196 ,  'x':  4.35 ,  'y':  -1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.32 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.49 ,  'y':  -2.05 ,  'r':  0.4 ,  'type':  1}]
52869,1398782906.1403315,[{'idp':  196 ,  'x':  4.33 ,  'y':  -1.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.31 ,  'y':  0.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.46 ,  'y':  -2.1 ,  'r':  0.4 ,  'type':  1}]
52870,1398782906.1403584,[{'idp':  196 ,  'x':  4.31 ,  'y':  -1.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.3 ,  'y':  0.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.43 ,  'y':  -2.14 ,  'r':  0.4 ,  'type':  1}]
52871,1398782906.1802194,[{'idp':  196 ,  'x':  4.28 ,  'y':  -1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.3 ,  'y':  0.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.41 ,  'y':  -2.18 ,  'r':  0.4 ,  'type':  1}]
52872,1398782906.1882286,[{'idp':  196 ,  'x':  4.27 ,  'y':  -1.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.28 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.39 ,  'y':  -2.22 ,  'r':  0.4 ,  'type':  1}]
52873,1398782906.2282887,[{'idp':  196 ,  'x':  4.24 ,  'y':  -1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.28 ,  'y':  0.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.36 ,  'y':  -2.25 ,  'r':  0.4 ,  'type':  1}]
52874,1398782906.268295,[{'idp':  196 ,  'x':  4.22 ,  'y':  -1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.27 ,  'y':  0.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.34 ,  'y':  -2.29 ,  'r':  0.4 ,  'type':  1}]
52875,1398782906.2683253,[{'idp':  196 ,  'x':  4.2 ,  'y':  -1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.26 ,  'y':  0.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.3 ,  'y':  -2.33 ,  'r':  0.4 ,  'type':  1}]
52876,1398782906.3082895,[{'idp':  196 ,  'x':  4.18 ,  'y':  -1.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.25 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.28 ,  'y':  -2.35 ,  'r':  0.4 ,  'type':  1}]
52877,1398782906.3146281,[{'idp':  196 ,  'x':  4.15 ,  'y':  -1.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.23 ,  'y':  0.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.26 ,  'y':  -2.4 ,  'r':  0.4 ,  'type':  1}]
52878,1398782906.352253,[{'idp':  196 ,  'x':  4.14 ,  'y':  -1.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.23 ,  'y':  0.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.22 ,  'y':  -2.43 ,  'r':  0.4 ,  'type':  1}]
52879,1398782906.3922343,[{'idp':  196 ,  'x':  4.11 ,  'y':  -1.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.22 ,  'y':  0.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.19 ,  'y':  -2.47 ,  'r':  0.4 ,  'type':  1}]
52880,1398782906.3922622,[{'idp':  196 ,  'x':  4.09 ,  'y':  -1.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.21 ,  'y':  0.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.15 ,  'y':  -2.51 ,  'r':  0.4 ,  'type':  1}]
52881,1398782906.4322977,[{'idp':  196 ,  'x':  4.07 ,  'y':  -1.82 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.21 ,  'y':  0.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.13 ,  'y':  -2.55 ,  'r':  0.4 ,  'type':  1}]
52882,1398782906.438735,[{'idp':  196 ,  'x':  4.04 ,  'y':  -1.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.19 ,  'y':  0.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.12 ,  'y':  -2.58 ,  'r':  0.4 ,  'type':  1}]
52883,1398782906.4762201,[{'idp':  196 ,  'x':  4.01 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.18 ,  'y':  0.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.09 ,  'y':  -2.62 ,  'r':  0.4 ,  'type':  1}]
52884,1398782906.516244,[{'idp':  196 ,  'x':  4.0 ,  'y':  -1.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.17 ,  'y':  0.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.06 ,  'y':  -2.65 ,  'r':  0.4 ,  'type':  1}]
52885,1398782906.51627,[{'idp':  196 ,  'x':  3.98 ,  'y':  -1.92 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.15 ,  'y':  0.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.04 ,  'y':  -2.69 ,  'r':  0.4 ,  'type':  1}]
52886,1398782906.5561953,[{'idp':  196 ,  'x':  3.95 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.15 ,  'y':  0.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.02 ,  'y':  -2.71 ,  'r':  0.4 ,  'type':  1}]
52887,1398782906.563887,[{'idp':  196 ,  'x':  3.93 ,  'y':  -1.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.13 ,  'y':  0.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  5.0 ,  'y':  -2.73 ,  'r':  0.4 ,  'type':  1}]
52888,1398782906.600281,[{'idp':  196 ,  'x':  3.91 ,  'y':  -1.96 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.13 ,  'y':  0.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  4.97 ,  'y':  -2.77 ,  'r':  0.4 ,  'type':  1}]
52889,1398782906.6403244,[{'idp':  196 ,  'x':  3.89 ,  'y':  -1.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.11 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  4.96 ,  'y':  -2.76 ,  'r':  0.4 ,  'type':  1}]
52890,1398782906.6403546,[{'idp':  196 ,  'x':  3.89 ,  'y':  -1.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  3.1 ,  'y':  0.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  4.94 ,  'y':  -2.78 ,  'r':  0.4 ,  'type':  1}]
